"Course","Course code","Subject","Subject code","Link","Points","Levels"
"Fordon och transport - Nivå 2","FORD2000X","Fordon och transport","FORD","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORD&courseCode=FORD2000X&version=1&tos=gy&origin=gy2025","200","FORD1000X,FORD2000X"
"Fordonskombinationer – godstransporter - Nivå 1","FORO1000X","Fordonskombinationer – godstransporter","FORO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORO&courseCode=FORO1000X&version=1&tos=gy&origin=gy2025","100","FORO1000X"
"Fordonskombinationer – persontransporter - Nivå 1","FORB1000X","Fordonskombinationer – persontransporter","FORB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORB&courseCode=FORB1000X&version=1&tos=gy&origin=gy2025","100","FORB1000X"
"Fordonslackering - Nivå 1","FORN1000X","Fordonslackering","FORN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORN&courseCode=FORN1000X&version=1&tos=gy&origin=gy2025","200","FORN1000X,FORN2000X"
"Fordonslackering - Nivå 2","FORN2000X","Fordonslackering","FORN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORN&courseCode=FORN2000X&version=1&tos=gy&origin=gy2025","200","FORN1000X,FORN2000X"
"Fordonslackeringsteknik - Nivå 1","FORL1000X","Fordonslackeringsteknik","FORL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORL&courseCode=FORL1000X&version=1&tos=gy&origin=gy2025","200","FORL1000X,FORL2000X,FORL3000X"
"Fordonslackeringsteknik - Nivå 2","FORL2000X","Fordonslackeringsteknik","FORL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORL&courseCode=FORL2000X&version=1&tos=gy&origin=gy2025","200","FORL1000X,FORL2000X,FORL3000X"
"Fordonslackeringsteknik - Nivå 3","FORL3000X","Fordonslackeringsteknik","FORL","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORL&courseCode=FORL3000X&version=1&tos=gy&origin=gy2025","100","FORL1000X,FORL2000X,FORL3000X"
"Fordonslackeringsteknik – småreparationer - Nivå 1","FORK1000X","Fordonslackeringsteknik – småreparationer","FORK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORK&courseCode=FORK1000X&version=1&tos=gy&origin=gy2025","100","FORK1000X"
"Fordonsskadereparationer - Nivå 1","FORP1000X","Fordonsskadereparationer","FORP","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORP&courseCode=FORP1000X&version=1&tos=gy&origin=gy2025","100","FORP1000X,FORP2000X"
"Fordonsskadereparationer - Nivå 2","FORP2000X","Fordonsskadereparationer","FORP","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORP&courseCode=FORP2000X&version=1&tos=gy&origin=gy2025","100","FORP1000X,FORP2000X"
"Fordonsskadeteknik - Nivå 1","FODN1000X","Fordonsskadeteknik","FODN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FODN&courseCode=FODN1000X&version=1&tos=gy&origin=gy2025","200","FODN1000X,FODN2000X,FODN3000X"
"Fordonsskadeteknik - Nivå 2","FODN2000X","Fordonsskadeteknik","FODN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FODN&courseCode=FODN2000X&version=1&tos=gy&origin=gy2025","200","FODN1000X,FODN2000X,FODN3000X"
"Fordonsskadeteknik - Nivå 3","FODN3000X","Fordonsskadeteknik","FODN","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FODN&courseCode=FODN3000X&version=1&tos=gy&origin=gy2025","100","FODN1000X,FODN2000X,FODN3000X"
"Fordonsskadeteknik – plastreparationer - Nivå 1","FORI1000X","Fordonsskadeteknik – plastreparationer","FORI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORI&courseCode=FORI1000X&version=1&tos=gy&origin=gy2025","100","FORI1000X,FORI2000X"
"Fordonsskadeteknik – plastreparationer - Nivå 2","FORI2000X","Fordonsskadeteknik – plastreparationer","FORI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORI&courseCode=FORI2000X&version=1&tos=gy&origin=gy2025","100","FORI1000X,FORI2000X"
"Fordonsskadeteknik – småreparationer - Nivå 1","FODO1000X","Fordonsskadeteknik – småreparationer","FODO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FODO&courseCode=FODO1000X&version=1&tos=gy&origin=gy2025","200","FODO1000X"
"Formgivning - Nivå 1","FORM1000X","Formgivning","FORM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORM&courseCode=FORM1000X&version=1&tos=gy&origin=gy2025","100","FORM1000X,FORM2000X,FORM3000X"
"Formgivning - Nivå 2","FORM2000X","Formgivning","FORM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORM&courseCode=FORM2000X&version=1&tos=gy&origin=gy2025","100","FORM1000X,FORM2000X,FORM3000X"
"Formgivning - Nivå 3","FORM3000X","Formgivning","FORM","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FORM&courseCode=FORM3000X&version=1&tos=gy&origin=gy2025","100","FORM1000X,FORM2000X,FORM3000X"
"Fotografisk bild - Nivå 1","FOTO1000X","Fotografisk bild","FOTO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FOTO&courseCode=FOTO1000X&version=1&tos=gy&origin=gy2025","100","FOTO1000X,FOTO2000X,FOTO3000X,FOTO4000X"
"Fotografisk bild - Nivå 2","FOTO2000X","Fotografisk bild","FOTO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FOTO&courseCode=FOTO2000X&version=1&tos=gy&origin=gy2025","100","FOTO1000X,FOTO2000X,FOTO3000X,FOTO4000X"
"Fotografisk bild - Nivå 3","FOTO3000X","Fotografisk bild","FOTO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FOTO&courseCode=FOTO3000X&version=1&tos=gy&origin=gy2025","100","FOTO1000X,FOTO2000X,FOTO3000X,FOTO4000X"
"Fotografisk bild - Nivå 4","FOTO4000X","Fotografisk bild","FOTO","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FOTO&courseCode=FOTO4000X&version=1&tos=gy&origin=gy2025","100","FOTO1000X,FOTO2000X,FOTO3000X,FOTO4000X"
"Frisör – behandling - Nivå 1","FRIB1000X","Frisör – behandling","FRIB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIB&courseCode=FRIB1000X&version=1&tos=gy&origin=gy2025","200","FRIB1000X,FRIB2000X,FRIB3000X,FRIB4000X"
"Frisör – behandling - Nivå 2","FRIB2000X","Frisör – behandling","FRIB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIB&courseCode=FRIB2000X&version=1&tos=gy&origin=gy2025","200","FRIB1000X,FRIB2000X,FRIB3000X,FRIB4000X"
"Frisör – behandling - Nivå 3","FRIB3000X","Frisör – behandling","FRIB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIB&courseCode=FRIB3000X&version=1&tos=gy&origin=gy2025","200","FRIB1000X,FRIB2000X,FRIB3000X,FRIB4000X"
"Frisör – behandling - Nivå 4","FRIB4000X","Frisör – behandling","FRIB","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIB&courseCode=FRIB4000X&version=1&tos=gy&origin=gy2025","100","FRIB1000X,FRIB2000X,FRIB3000X,FRIB4000X"
"Frisör – fördjupning - Nivå 1","FRIR1000X","Frisör – fördjupning","FRIR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIR&courseCode=FRIR1000X&version=1&tos=gy&origin=gy2025","100","FRIR1000X,FRIR2000X,FRIR3000X"
"Frisör – fördjupning - Nivå 2","FRIR2000X","Frisör – fördjupning","FRIR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIR&courseCode=FRIR2000X&version=1&tos=gy&origin=gy2025","100","FRIR1000X,FRIR2000X,FRIR3000X"
"Frisör – fördjupning - Nivå 3","FRIR3000X","Frisör – fördjupning","FRIR","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIR&courseCode=FRIR3000X&version=1&tos=gy&origin=gy2025","100","FRIR1000X,FRIR2000X,FRIR3000X"
"Frisör – teknik - Nivå 1","FRIE1000X","Frisör – teknik","FRIE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIE&courseCode=FRIE1000X&version=1&tos=gy&origin=gy2025","200","FRIE1000X,FRIE2000X"
"Frisör – teknik - Nivå 2","FRIE2000X","Frisör – teknik","FRIE","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIE&courseCode=FRIE2000X&version=1&tos=gy&origin=gy2025","200","FRIE1000X,FRIE2000X"
"Fritid och friskvård - Nivå 1","FRID1000X","Fritid och friskvård","FRID","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRID&courseCode=FRID1000X&version=1&tos=gy&origin=gy2025","200","FRID1000X"
"Fritidsanläggningars skötsel och drift - Nivå 1","FRII1000X","Fritidsanläggningars skötsel och drift","FRII","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRII&courseCode=FRII1000X&version=1&tos=gy&origin=gy2025","100","FRII1000X,FRII2000X"
"Fritidsanläggningars skötsel och drift - Nivå 2","FRII2000X","Fritidsanläggningars skötsel och drift","FRII","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRII&courseCode=FRII2000X&version=1&tos=gy&origin=gy2025","100","FRII1000X,FRII2000X"
"Fritidskunskap - Nivå 1","FRIT1000X","Fritidskunskap","FRIT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRIT&courseCode=FRIT1000X&version=1&tos=gy&origin=gy2025","100","FRIT1000X"
"Frontendutveckling - Nivå 1","FROT100TX","Frontendutveckling","FROT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FROT&courseCode=FROT100TX&version=1&tos=gy&origin=gy2025","100","FROT100TX,FROT200TX"
"Frontendutveckling - Nivå 2","FROT200TX","Frontendutveckling","FROT","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FROT&courseCode=FROT200TX&version=1&tos=gy&origin=gy2025","100","FROT100TX,FROT200TX"
"Frukost- och bufféservering - Nivå 1","FRUK1000X","Frukost- och bufféservering","FRUK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FRUK&courseCode=FRUK1000X&version=1&tos=gy&origin=gy2025","100","FRUK1000X"
"Funktionsförmåga och funktionsnedsättning - Nivå 1","FUNK1000X","Funktionsförmåga och funktionsnedsättning","FUNK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FUNK&courseCode=FUNK1000X&version=1&tos=gy&origin=gy2025","100","FUNK1000X,FUNK2000X"
"Funktionsförmåga och funktionsnedsättning - Nivå 2","FUNK2000X","Funktionsförmåga och funktionsnedsättning","FUNK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FUNK&courseCode=FUNK2000X&version=1&tos=gy&origin=gy2025","100","FUNK1000X,FUNK2000X"
"Fysik - Nivå 1a1","FYSK1A10X","Fysik","FYSK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSK&courseCode=FYSK1A10X&version=1&tos=gy&origin=gy2025","100","FYSK1A10X,FYSK1A20X,FYSK2000X"
"Fysik - Nivå 1a2","FYSK1A20X","Fysik","FYSK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSK&courseCode=FYSK1A20X&version=1&tos=gy&origin=gy2025","50","FYSK1A10X,FYSK1A20X,FYSK2000X"
"Fysik - Nivå 1b","FYSK1B00X","Fysik","FYSK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSK&courseCode=FYSK1B00X&version=1&tos=gy&origin=gy2025","150","FYSK1B00X,FYSK2000X"
"Fysik - Nivå 2","FYSK2000X","Fysik","FYSK","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSK&courseCode=FYSK2000X&version=1&tos=gy&origin=gy2025","100","FYSK1A10X,FYSK1A20X,FYSK1B00X,FYSK2000X"
"Fysik – fördjupning - Nivå 1","FYSF1000X","Fysik – fördjupning","FYSF","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSF&courseCode=FYSF1000X&version=1&tos=gy&origin=gy2025","100","FYSF1000X"
"Fysisk teater - Nivå 1","FYSI1000X","Fysisk teater","FYSI","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FYSI&courseCode=FYSI1000X&version=1&tos=gy&origin=gy2025","100","FYSI1000X"
"Färskvaror och delikatesser - Nivå 1","FARS1000X","Färskvaror och delikatesser","FARS","https://www.skolverket.se/sitevision/proxy/undervisning/gymnasieskolan/program-och-amnen-i-gymnasieskolan/hitta-program-och-amnen-i-gymnasieskolan-gy25/amne-gy2025/svid12_467ba038192d14ade318a/907561864/syllabuscw/jsp/subject.htm?subjectCode=FARS&courseCode=FARS1000X&version=1&tos=gy&origin=gy2025","100","FARS1000X,FARS2000X"
